employee_id,jenis_kelamin,usia,pendidikan_terakhir,status_pernikahan,departemen,lama_bekerja_tahun,tipe_perusahaan,status_wfh,jam_kerja_per_hari,jam_lembur_per_hari,jam_tidur_per_hari,kualitas_tidur,frekuensi_olahraga_per_minggu,jam_layar_per_hari,tingkat_stres,kepuasan_kerja,work_life_balance,produktivitas_diri,dukungan_atasan,frekuensi_meeting_per_hari,jumlah_deadline_per_minggu,beban_kerja_persepsi,status_merokok,riwayat_kesehatan_mental,keluhan_fisik_utama,keamanan_pekerjaan,frekuensi_konflik_kerja,tingkat_burnout_label
EMP08534,Laki-laki,22.0,S1,Menikah,Finance,9.4,Corporate,Tidak,9.4,2.0,5.8,3.5,,6.9,5.7,6.0,4.6,5.2,5.3,3.0,3.0,Sedang,Ya,Tidak Ada,Nyeri Punggung,Cukup Aman,6.3,Medium
EMP02381,Laki-laki,33.0,S2,Menikah,Data,1.4,Freelance,Ya,11.8,3.3,6.7,4.6,0.3,10.6,7.4,1.0,3.5,5.3,5.8,6.0,4.0,Berat,Tidak,Tidak Ada,Mata Lelah,Cukup Aman,7.1,High
EMP10708,Perempuan,19.0,S1,Belum Menikah,Data,0.6,BUMN,Tidak,11.5,4.6,6.3,3.1,0.1,8.0,8.7,4.2,4.1,3.6,4.0,5.0,4.0,Sangat Berat,Ya,Tidak Ada,Sakit Kepala,Tidak Aman,6.5,High
EMP13422,Perempuan,26.0,D3,Belum Menikah,HR,8.4,Freelance,Hybrid,6.3,0.8,7.2,7.2,2.1,9.0,2.3,7.1,8.5,8.1,6.5,2.0,0.0,Ringan,Tidak,Tidak Ada,Tidak Ada,Aman,2.0,Low
EMP00363,Perempuan,29.0,S2,Menikah,Product,1.0,Swasta,Hybrid,9.4,2.0,6.2,,1.9,5.9,5.8,6.7,5.6,5.1,,2.0,4.0,Ringan,Kadang,Pernah Depresi,Tidak Ada,Tidak Aman,4.7,Medium
EMP07033,Perempuan,20.0,S1,Menikah,Engineering,1.5,Corporate,Hybrid,7.8,0.5,7.9,6.7,2.7,6.3,2.9,7.2,8.0,6.7,9.3,3.0,1.0,Sangat Ringan,Tidak,Tidak Ada,Tidak Ada,Aman,1.0,Low
EMP06370,Perempuan,29.0,S1,MENIKAH,Data,2.3,Startup,Ya,5.9,0.0,7.2,7.3,3.2,13.2,5.2,7.8,7.5,8.3,7.3,3.0,1.0,Sangat Ringan,Kadang,Tidak Ada,Tidak Ada,Aman,3.4,Low
EMP17587,Laki-laki,27.0,S2,Belum Menikah,IT,2.3,BUMN,Hybrid,10.3,1.2,7.2,5.7,2.2,8.5,5.8,6.1,4.7,4.7,5.3,4.0,4.0,Sedang,Tidak,Pernah Depresi,Nyeri Punggung,Tidak Aman,5.4,Medium
EMP01173,Laki-laki,35.0,SMA/SMK,Belum Menikah,Product,0.1,Corporate,Ya,7.5,0.0,6.2,7.1,4.7,5.2,4.0,7.4,8.5,7.4,5.8,0.0,3.0,RINGAN,Kadang,Tidak Ada,Tidak Ada,Cukup Aman,1.1,Low
EMP15357,Laki-laki,29.0,S2,Menikah,IT,1.1,Startup,Hybrid,11.9,0.6,6.2,4.2,1.3,12.9,6.5,5.2,4.5,5.9,1.9,4.0,2.0,,Tidak,Tidak Ada,Tidak Ada,Tidak Aman,3.6,Medium
EMP07050,Laki-laki,32.0,S1,Belum Menikah,Sales,0.6,BUMN,Hybrid,9.6,0.0,7.1,6.1,3.1,5.7,5.4,6.1,5.0,7.2,7.9,5.0,0.0,Sedang,Tidak,Pernah Depresi,Nyeri Punggung,Cukup Aman,4.8,Medium
EMP10654,Perempuan,22.0,S1,Belum Menikah,Engineering,1.6,Corporate,Tidak,12.0,2.4,4.8,3.6,1.7,8.6,9.6,2.7,3.0,3.0,4.2,4.0,6.0,Sangat Berat,Kadang,Tidak Ada,Sakit Kepala,Khawatir,7.4,High
EMP05112,Laki-laki,32.0,S1,Menikah,Product,12.0,Startup,Hybrid,11.9,2.0,5.3,6.4,0.5,8.0,7.8,2.7,1.7,4.1,3.8,4.0,4.0,Sedang,Tidak,Pernah Depresi,Sakit Kepala,Khawatir,7.8,High
EMP10975,Laki-laki,33.0,S2,Belum Menikah,HR,1.5,Freelance,Tidak,9.3,1.6,6.6,,3.0,6.5,6.3,4.4,5.7,6.8,5.3,3.0,2.0,Sedang,Tidak,Tidak Ada,Tidak Ada,Tidak Aman,5.0,Medium
EMP11639,Laki-laki,32.0,SMA/SMK,Belum Menikah,Marketing,0.6,BUMN,Tidak,11.5,3.0,7.5,4.4,1.1,6.9,9.4,3.7,2.7,4.6,1.0,3.0,5.0,Sedang,Ya,Tidak Ada,Sakit Kepala,Cukup Aman,7.0,High
EMP15030,Perempuan,28.0,S1,Menikah,HR,4.1,Freelance,Hybrid,11.2,2.3,5.3,4.4,1.6,10.4,7.7,2.9,4.1,6.2,4.2,6.0,4.0,Berat,Tidak,Pernah Depresi,Nyeri Punggung,Cukup Aman,6.5,High
EMP12085,Laki-laki,,D3,Belum Menikah,Operations,0.1,BUMN,Ya,7.4,1.0,7.1,6.7,5.0,6.1,3.6,7.4,8.0,6.1,5.0,2.0,3.0,Ringan,Tidak,Tidak Ada,Tidak Ada,Aman,1.8,Low
EMP06862,Laki-laki,26.0,S1,Belum Menikah,Marketing,1.6,Startup,Ya,9.3,1.3,5.8,7.5,1.8,9.2,5.8,4.6,6.2,5.4,3.7,4.0,1.0,Sedang,Tidak,Tidak Ada,Sakit Kepala,Cukup Aman,3.6,Medium
EMP03311,Perempuan,27.0,S2,Belum Menikah,IT,2.4,Corporate,Tidak,9.8,0.8,6.2,5.1,0.9,6.4,7.3,3.3,7.5,6.1,5.1,4.0,1.0,Sedang,Ya,Tidak Ada,Tidak Ada,cukup aman,5.6,Medium
EMP05864,Laki-laki,18.0,D3,Belum Menikah,Operations,0.1,Corporate,Tidak,9.8,1.8,4.7,2.6,1.4,6.4,9.8,3.9,4.4,3.7,3.6,6.0,5.0,Berat,Tidak,Tidak Ada,Mata Lelah,Tidak Aman,7.6,High
EMP16644,Perempuan,20.0,S1,Menikah,Finance,12.6,Corporate,Hybrid,10.8,2.3,5.0,4.2,0.4,7.0,8.9,2.0,2.6,4.6,3.3,5.0,4.0,Sedang,Tidak,Kecemasan,Nyeri Punggung,Cukup Aman,8.0,High
EMP00339,Laki-laki,22.0,S2,Menikah,Marketing,1.7,Swasta,Tidak,8.1,0.0,7.0,6.6,2.7,8.9,3.2,6.9,7.8,8.5,6.0,1.0,2.0,Sangat Ringan,Tidak,Pernah Depresi,Tidak Ada,Aman,3.2,Low
EMP14068,Perempuan,33.0,S1,Menikah,HR,3.4,,Tidak,8.2,0.6,7.2,8.9,2.6,10.3,3.4,7.0,8.8,7.2,6.1,,1.0,Sangat Ringan,Ya,Tidak Ada,Tidak Ada,Aman,1.8,Low
EMP12325,Laki-laki,35.0,S2,Belum Menikah,Operations,1.9,BUMN,Tidak,8.8,2.6,7.8,6.0,2.5,8.9,5.8,3.4,5.7,6.5,5.5,2.0,2.0,Ringan,Ya,Tidak Ada,Tidak Ada,Cukup Aman,5.6,Medium
EMP04206,Laki-laki,28.0,S1,Menikah,Operations,2.4,Swasta,Hybrid,12.3,3.6,5.3,3.0,3.3,5.4,9.7,10.68,3.2,5.4,1.0,5.0,4.0,Sangat Berat,Tidak,Tidak Ada,Mata Lelah,Tidak Aman,8.5,High
EMP13528,Perempuan,22.0,S1,Menikah,Engineering,9.4,Freelance,Ya,11.3,1.5,6.9,6.3,3.7,9.9,6.6,6.4,4.9,7.3,5.7,4.0,,Sedang,Tidak,Tidak Ada,Sakit Kepala,Cukup Aman,4.7,Medium
EMP15394,Laki-laki,26.0,SMA/SMK,Belum Menikah,IT,0.9,Freelance,Hybrid,7.0,2.6,6.9,5.9,2.2,8.9,7.6,6.2,3.4,5.5,6.6,3.0,3.0,,Tidak,Tidak Ada,Tidak Ada,Aman,3.9,Medium
EMP16373,Perempuan,32.0,S2,Belum Menikah,Marketing,0.3,Freelance,Tidak,12.2,1.0,5.1,5.0,2.8,9.1,5.5,4.4,6.0,9.2,6.6,2.0,2.0,Sedang,Tidak,,Nyeri Punggung,Tidak Aman,5.3,Medium
EMP11698,Laki-laki,29.0,S2,Menikah,HR,1.5,Freelance,Tidak,9.8,3.5,6.0,2.1,0.0,10.1,8.6,4.2,1.6,5.1,2.2,5.0,3.0,Berat,Tidak,Pernah Depresi,Kelelahan,Tidak Aman,5.9,High
EMP05753,Laki-laki,20.0,S2,Menikah,Product,0.2,Startup,Ya,8.0,0.3,8.1,,,7.0,2.9,9.1,7.4,8.9,8.6,2.0,0.0,Sangat Ringan,Ya,Pernah Depresi,Tidak Ada,Cukup Aman,1.8,Low
EMP02572,Laki-laki,40.0,S1,Belum Menikah,IT,6.1,BUMN,Ya,10.9,2.1,7.3,5.1,1.8,30.16,5.8,3.3,4.9,3.4,5.6,4.0,2.0,Ringan,Kadang,Tidak Ada,Tidak Ada,Aman,4.8,Medium
EMP05205,Laki-laki,43.0,S2,Belum Menikah,,0.6,Freelance,Tidak,10.2,2.0,5.7,5.6,2.2,8.0,6.5,7.7,4.6,5.2,6.6,3.0,4.0,Berat,Ya,Tidak Ada,Nyeri Punggung,Tidak Aman,3.7,Medium
EMP15369,Perempuan,27.0,D3,Belum Menikah,Operations,7.8,Corporate,Ya,9.9,0.9,5.6,4.7,2.1,9.6,7.7,7.2,6.6,5.5,5.7,5.0,2.0,Sedang,Tidak,Tidak Ada,Tidak Ada,Aman,3.4,Medium
EMP06846,Perempuan,39.0,S1,Menikah,Finance,1.2,Swasta,Tidak,6.6,0.8,7.6,8.8,4.2,8.9,4.8,6.3,8.7,4.8,8.9,0.0,3.0,Sedang,Ya,Tidak Ada,Tidak Ada,Cukup Aman,1.0,Low
EMP06922,Laki-laki,28.0,S1,Menikah,HR,1.0,Freelance,Ya,13.3,3.1,6.3,1.4,2.6,7.1,5.6,2.8,4.0,2.8,3.0,3.0,4.0,Berat,Tidak,Kecemasan,Sakit Kepala,Khawatir,6.0,High
EMP04068,Laki-laki,26.0,S1,Belum Menikah,HR,3.4,Startup,Ya,4.7,0.3,8.1,6.1,3.9,4.7,3.9,6.8,7.9,8.7,7.6,2.0,1.0,Sedang,Tidak,Tidak Ada,Tidak Ada,Cukup Aman,1.1,Low
EMP13870,Laki-laki,29.0,S1,Menikah,HR,0.3,Startup,Tidak,11.3,4.5,4.7,4.2,2.4,9.3,9.8,4.3,2.0,4.4,4.6,3.0,5.0,Berat,Ya,Pernah Depresi,Kelelahan,Khawatir,8.1,High
EMP08537,Laki-laki,26.0,S1,Belum Menikah,Marketing,2.4,Swasta,Ya,11.0,4.6,5.0,11.87,0.0,8.4,8.7,2.2,3.0,6.3,1.9,4.0,4.0,Sangat Berat,Ya,Tidak Ada,Nyeri Punggung,Cukup Aman,6.4,High
EMP13545,Perempuan,30.0,SMA/SMK,Menikah,IT,1.4,BUMN,Tidak,10.7,2.1,6.9,7.2,2.4,7.9,3.8,5.9,6.1,8.0,4.9,3.0,3.0,Berat,Ya,Tidak Ada,Tidak Ada,Cukup Aman,2.4,Medium
EMP10998,Laki-laki,27.0,S1,Menikah,Operations,0.5,BUMN,Hybrid,12.6,2.9,,4.8,1.4,6.5,7.4,,1.0,3.9,2.6,4.0,5.0,Berat,Tidak,Kecemasan,Sakit Kepala,,5.8,High
EMP07729,Perempuan,29.0,S1,Menikah,HR,5.4,Freelance,Ya,14.0,2.6,5.6,1.8,,10.0,7.9,3.0,4.3,3.8,6.9,4.0,4.0,Berat,Kadang,Tidak Ada,Sakit Kepala,Cukup Aman,5.9,High
EMP04883,Laki-laki,34.0,SMA/SMK,Menikah,Product,1.6,Startup,Ya,,0.0,8.2,8.5,4.2,8.7,4.2,8.2,9.8,7.5,5.8,1.0,1.0,Sedang,Tidak,Pernah Depresi,Tidak Ada,Aman,2.4,Low
EMP10712,Perempuan,26.0,D3,Belum Menikah,Data,0.5,Corporate,Tidak,10.5,2.2,6.5,5.7,2.1,6.9,5.6,8.5,6.0,5.0,3.0,3.0,4.0,Sedang,Tidak,Tidak Ada,Sakit Kepala,Tidak Aman,5.6,Medium
EMP15222,Perempuan,21.0,SMA/SMK,Belum Menikah,Product,4.7,BUMN,Ya,9.8,1.0,7.6,6.1,3.7,8.1,3.8,6.1,8.3,8.6,6.6,1.0,1.0,Ringan,Kadang,Tidak Ada,Tidak Ada,Sangat Aman,2.0,Low
EMP02660,Laki-laki,18.0,S1,Menikah,IT,13.3,,Ya,13.0,2.7,4.3,2.1,0.7,8.0,7.7,4.4,3.8,5.2,4.9,5.0,6.0,Berat,Tidak,Kecemasan,Sakit Kepala,Cukup Aman,7.6,High
EMP11735,Laki-laki,25.0,S1,Belum Menikah,Engineering,0.1,Freelance,Ya,13.1,4.0,5.2,3.2,1.7,6.7,7.5,3.6,1.0,5.8,1.7,3.0,3.0,Berat,Tidak,Tidak Ada,Kelelahan,Cukup Aman,7.4,High
EMP07056,Perempuan,36.0,S1,Belum Menikah,HR,3.2,Swasta,Tidak,10.7,3.5,6.0,4.1,0.0,8.0,8.1,3.5,1.2,4.5,2.4,4.0,4.0,Sangat Berat,Kadang,Tidak Ada,Sakit Kepala,Cukup Aman,6.0,High
EMP15996,Laki-laki,32.0,S1,Belum Menikah,HR,2.6,Swasta,Ya,7.4,0.0,6.0,6.2,3.6,9.8,1.3,8.1,7.4,4.7,7.2,1.0,1.0,Sangat Ringan,Tidak,Tidak Ada,Tidak Ada,Aman,1.6,Low
EMP17775,Laki-laki,26.0,S1,Menikah,Product,2.6,Startup,Ya,9.5,1.3,7.2,6.8,3.4,5.7,6.6,6.1,7.4,7.2,5.0,3.0,4.0,Ringan,Ya,Tidak Ada,Tidak Ada,Cukup Aman,5.7,Medium
EMP05561,Perempuan,30.0,D3,Menikah,HR,0.8,Freelance,Hybrid,9.2,0.0,5.7,6.7,2.9,7.3,2.0,8.4,8.1,5.5,8.7,2.0,0.0,Sangat Ringan,Ya,Pernah Depresi,Tidak Ada,Aman,1.6,Low
EMP03377,Laki-laki,31.0,S1,Menikah,Data,3.2,Freelance,Tidak,8.6,0.0,5.6,6.5,3.2,8.2,6.6,7.9,5.0,5.6,2.6,2.0,3.0,Berat,Ya,Tidak Ada,Sakit Kepala,Cukup Aman,4.2,Medium
EMP06465,Perempuan,31.0,D3,Menikah,Data,1.5,Freelance,Tidak,7.0,,7.1,7.8,2.8,10.3,3.5,7.4,6.3,6.8,6.9,1.0,2.0,Ringan,Tidak,,Tidak Ada,Aman,1.3,Low
EMP12386,Perempuan,27.0,S2,Menikah,Data,1.3,Swasta,Tidak,8.9,0.0,7.1,9.2,4.9,10.5,2.3,7.2,6.9,7.6,,1.0,1.0,Ringan,Tidak,Pernah Depresi,Tidak Ada,Aman,3.5,Low
EMP05400,Perempuan,38.0,S2,Menikah,IT,0.8,Freelance,Tidak,13.0,3.3,5.9,4.1,0.9,6.9,8.4,4.6,3.1,5.4,1.0,5.0,6.0,Berat,Tidak,Tidak Ada,Mata Lelah,Khawatir,8.3,High
EMP13826,Perempuan,30.0,S2,Belum Menikah,Marketing,5.0,Freelance,Tidak,9.4,2.5,6.0,6.0,2.6,11.1,7.4,6.0,4.7,3.7,4.1,3.0,2.0,Sedang,Tidak,Pernah Depresi,Nyeri Punggung,Aman,4.7,Medium
EMP03639,Laki-laki,31.0,S1,Menikah,Data,4.7,Corporate,Hybrid,10.2,4.2,4.3,2.7,0.3,7.3,8.5,4.2,3.5,4.7,4.2,5.0,6.0,Sedang,Ya,Tidak Ada,Sakit Kepala,Tidak Aman,6.6,High
EMP14454,Laki-laki,20.0,SMA/SMK,Menikah,Sales,3.7,Swasta,Ya,7.9,0.8,5.3,6.0,1.7,8.9,3.9,4.9,4.8,6.3,5.6,2.0,4.0,Sedang,Kadang,Tidak Ada,Tidak Ada,Tidak Aman,4.3,Medium
EMP07211,Perempuan,32.0,S2,Menikah,Operations,3.0,Startup,Ya,9.7,2.4,5.6,6.0,2.9,6.7,6.3,5.3,5.8,4.4,6.8,1.0,2.0,Sedang,Ya,Pernah Depresi,Sakit Kepala,Cukup Aman,5.0,Medium
EMP06731,Laki-laki,30.0,SMA/SMK,Belum Menikah,HR,0.4,Startup,Tidak,9.1,1.3,5.9,6.3,2.0,8.9,6.1,7.3,4.6,4.6,5.7,4.0,3.0,Ringan,Tidak,Tidak Ada,Tidak Ada,Aman,3.7,Medium
EMP11180,Perempuan,35.0,S2,Belum Menikah,HR,1.4,Corporate,Ya,12.4,3.9,4.0,3.7,0.1,9.6,9.7,3.8,5.4,5.0,5.5,5.0,6.0,Sangat Berat,Tidak,Tidak Ada,Nyeri Punggung,Khawatir,10.0,High
EMP03784,Laki-laki,41.0,S1,Menikah,Sales,4.7,Freelance,Tidak,11.5,1.3,7.8,3.7,3.5,7.9,6.6,5.6,4.8,6.5,6.8,3.0,1.0,Sedang,Tidak,Tidak Ada,Tidak Ada,Tidak Aman,3.7,Medium
EMP08342,Perempuan,22.0,S1,Belum Menikah,Operations,0.3,BUMN,Ya,9.1,0.6,7.6,9.4,2.8,,2.5,7.9,4.2,8.3,4.1,2.0,0.0,Sedang,Tidak,Pernah Depresi,Tidak Ada,Aman,1.0,Low
EMP11752,Laki-laki,33.0,S2,,Finance,3.5,Corporate,Hybrid,8.8,0.0,8.0,6.1,5.0,9.2,2.8,7.2,7.8,7.3,6.6,0.0,1.0,Ringan,Kadang,Tidak Ada,Sakit Kepala,Aman,,Low
EMP03440,Laki-laki,37.0,S2,Menikah,IT,4.3,Corporate,Tidak,11.8,2.0,6.0,3.6,2.2,4.3,7.8,1.7,1.8,6.0,4.2,5.0,7.0,Berat,Tidak,Tidak Ada,Sakit Kepala,Cukup Aman,5.5,High
EMP06496,Laki-laki,34.0,S1,Menikah,IT,0.7,Startup,Tidak,10.2,3.8,6.5,2.7,2.2,,6.6,2.7,2.9,4.4,2.1,5.0,2.0,Sedang,Tidak,Pernah Depresi,Mata Lelah,Tidak Aman,8.8,High
EMP01077,Laki-laki,28.0,S2,Belum Menikah,Finance,0.3,Corporate,Ya,9.1,1.6,7.4,5.8,2.7,7.3,6.0,4.7,4.4,4.0,6.8,3.0,2.0,Sedang,Tidak,Tidak Ada,Sakit Kepala,Aman,5.0,Medium
EMP14173,Laki-laki,35.0,S1,Belum Menikah,Product,9.7,Freelance,Tidak,11.9,2.5,4.3,4.5,0.0,12.2,9.1,2.7,3.8,4.5,2.7,2.0,4.0,Berat,Ya,Tidak Ada,Mata Lelah,Tidak Aman,6.5,High
EMP06082,Laki-laki,21.0,S2,Menikah,IT,5.5,Startup,Tidak,6.5,0.0,8.2,7.5,3.7,7.2,2.3,8.3,9.2,8.9,5.2,0.0,1.0,Ringan,Tidak,Tidak Ada,Tidak Ada,Aman,1.3,Low
EMP09457,Perempuan,29.0,S2,Menikah,Sales,0.7,Startup,Tidak,11.0,3.9,3.1,4.2,1.7,9.2,9.4,3.8,,2.9,3.7,4.0,4.0,Berat,Tidak,Kecemasan,Mata Lelah,Tidak Aman,7.3,High
EMP17596,Perempuan,,S1,Menikah,IT,1.4,BUMN,Ya,13.6,3.1,3.1,4.4,2.1,10.8,8.2,4.6,4.0,3.9,2.9,5.0,5.0,Sangat Berat,Ya,Tidak Ada,Sakit Kepala,Khawatir,6.0,High
EMP09512,Laki-laki,18.0,S1,Belum Menikah,HR,1.6,BUMN,Ya,7.5,1.6,9.2,7.5,2.9,7.5,2.8,6.1,9.1,7.9,6.8,3.0,0.0,Sangat Ringan,Tidak,Tidak Ada,Sakit Kepala,Aman,1.0,Low
EMP07298,Perempuan,25.0,S1,Belum Menikah,Engineering,1.9,Freelance,Ya,12.0,3.5,3.8,4.4,,7.6,6.9,4.0,3.0,2.4,3.5,5.0,5.0,Berat,Tidak,Tidak Ada,Mata Lelah,Cukup Aman,6.8,High
EMP16507,Laki-laki,25.0,S2,Menikah,Sales,1.2,Startup,Hybrid,10.5,2.8,6.9,6.5,1.7,7.9,4.9,7.3,6.3,7.9,7.1,2.0,0.0,Ringan,Tidak,Tidak Ada,Sakit Kepala,Tidak Aman,4.8,Medium
EMP01688,Perempuan,32.0,S2,Belum Menikah,HR,0.1,Freelance,Ya,8.1,2.7,5.7,4.8,5.1,9.5,5.8,3.6,5.2,5.8,5.7,2.0,2.0,Sedang,,Tidak Ada,Tidak Ada,Cukup Aman,5.0,Medium
EMP13496,Perempuan,34.0,S1,Belum Menikah,Operations,0.1,BUMN,Tidak,9.1,2.2,6.5,6.1,1.7,7.0,6.9,6.2,5.7,8.3,7.0,3.0,4.0,Berat,Kadang,Pernah Depresi,Sakit Kepala,Cukup Aman,,Medium
EMP08783,Laki-laki,30.0,,Menikah,Data,6.9,Swasta,Ya,10.1,3.4,5.2,3.5,0.6,6.9,7.0,3.1,4.1,5.9,4.5,5.0,4.0,Sedang,Kadang,Tidak Ada,Sakit Kepala,Khawatir,6.3,High
EMP12794,Perempuan,31.0,S1,Belum Menikah,Operations,0.7,Freelance,Ya,7.1,0.8,7.0,6.1,3.6,34.22,,7.3,8.9,7.6,6.8,2.0,3.0,Ringan,Ya,Pernah Depresi,Sakit Kepala,Aman,1.0,Low
EMP11583,Laki-laki,19.0,S1,Menikah,Marketing,3.4,Swasta,Tidak,7.1,1.6,8.7,5.3,3.2,3.1,6.4,6.1,5.8,6.7,5.2,2.0,3.0,Sedang,Tidak,Tidak Ada,Tidak Ada,Cukup Aman,4.8,Medium
EMP16882,Perempuan,28.0,S2,Belum Menikah,Sales,4.2,Freelance,Hybrid,10.5,0.3,6.0,4.7,1.5,5.8,6.2,3.5,7.7,7.7,5.7,3.0,1.0,Sedang,kadang,Pernah Depresi,Nyeri Punggung,Aman,4.9,Medium
EMP13723,Laki-laki,21.0,D3,Belum Menikah,Marketing,7.8,BUMN,Hybrid,9.7,0.3,6.4,4.0,3.1,6.6,5.3,5.7,6.0,5.0,3.6,2.0,1.0,Ringan,Kadang,Pernah Depresi,Nyeri Punggung,Cukup Aman,3.6,Medium
EMP12925,Perempuan,27.0,S1,Belum Menikah,Operations,0.9,Corporate,Tidak,,1.5,7.6,6.5,1.2,10.4,2.2,8.4,8.0,7.1,7.7,3.0,0.0,Sedang,Ya,Tidak Ada,Tidak Ada,Sangat Aman,1.0,Low
EMP01317,Perempuan,18.0,S2,Menikah,Marketing,0.7,Startup,Ya,10.6,1.1,6.0,4.0,1.9,8.9,5.4,6.3,3.9,N/A,6.1,4.0,2.0,Berat,Tidak,Tidak Ada,Nyeri Punggung,Aman,3.9,Medium
EMP13072,Laki-laki,19.0,S1,Belum Menikah,Operations,1.0,Freelance,Hybrid,11.8,3.4,5.3,3.8,0.9,9.7,7.9,4.9,1.7,4.8,2.8,6.0,3.0,Berat,Kadang,Tidak Ada,Sakit Kepala,Khawatir,6.1,High
EMP05045,Laki-laki,25.0,S1,Menikah,HR,7.9,Startup,Tidak,12.8,3.3,4.4,2.8,2.3,7.6,9.1,1.7,1.0,4.6,4.1,4.0,7.0,Sangat Berat,Tidak,Tidak Ada,Nyeri Punggung,Tidak Aman,6.5,High
EMP01699,Laki-laki,33.0,S2,Menikah,Data,2.6,Corporate,Hybrid,10.8,2.2,6.2,5.6,2.9,6.5,7.3,4.4,3.1,7.9,4.9,4.0,3.0,Sedang,Tidak,Tidak Ada,Tidak Ada,Cukup Aman,4.5,Medium
EMP04059,Laki-laki,40.0,S1,Belum Menikah,Data,2.2,BUMN,Tidak,11.2,3.3,4.0,2.6,2.2,10.3,7.1,3.0,4.3,5.4,4.1,2.0,5.0,Sangat Berat,Tidak,Tidak Ada,Nyeri Punggung,Tidak Aman,8.1,High
EMP10929,Perempuan,31.0,S1,,,0.2,Freelance,Ya,7.6,1.9,7.0,7.1,3.1,9.4,2.9,7.5,8.2,6.3,7.5,0.0,2.0,Sangat Ringan,Kadang,Tidak Ada,Tidak Ada,Aman,1.0,Low
EMP02894,Laki-laki,44.0,S1,Belum Menikah,Engineering,,Freelance,Ya,12.6,3.7,6.4,4.7,1.2,25.99,8.6,5.4,1.4,4.3,1.9,5.0,4.0,Berat,Tidak,Tidak Ada,Nyeri Punggung,Tidak Aman,6.2,High
EMP13836,Laki-laki,24.0,S1,Menikah,Marketing,0.7,Swasta,Hybrid,10.7,3.7,4.9,2.2,0.9,7.4,7.1,4.1,2.9,3.3,3.3,5.0,6.0,Sangat Berat,Tidak,Kecemasan,Mata Lelah,Khawatir,5.9,High
EMP16437,Perempuan,30.0,SMA/SMK,Menikah,Product,2.8,Freelance,Hybrid,8.8,1.6,6.4,4.0,2.0,11.4,5.5,4.7,5.6,4.7,,0.0,4.0,Sedang,Tidak,Tidak Ada,Tidak Ada,Tidak Aman,6.4,Medium
EMP10870,,36.0,S1,Belum Menikah,Product,5.0,Swasta,Hybrid,6.9,0.9,8.2,6.4,3.3,13.2,3.7,9.9,5.9,7.7,8.0,0.0,1.0,Ringan,Tidak,Pernah Depresi,Tidak Ada,Cukup Aman,1.0,Low
EMP06435,Laki-laki,27.0,D3,Menikah,IT,,Swasta,Ya,7.5,0.4,7.3,5.0,4.1,7.3,2.6,6.0,9.9,8.1,5.0,1.0,2.0,Ringan,Tidak,Tidak Ada,Tidak Ada,Aman,2.9,Low
EMP05478,Perempuan,31.0,S1,Menikah,Data,0.2,BUMN,Hybrid,5.8,0.0,9.0,10.0,3.0,10.1,3.2,7.8,7.1,8.1,7.8,0.0,1.0,Ringan,Ya,Tidak Ada,Tidak Ada,Cukup Aman,2.6,Low
EMP00913,Perempuan,23.0,S1,Menikah,Finance,0.5,BUMN,Ya,9.4,0.5,7.0,4.0,2.6,7.0,6.7,4.5,4.7,6.6,7.0,3.0,2.0,Ringan,Ya,Tidak Ada,Tidak Ada,,5.5,Medium
EMP03361,Laki-laki,39.0,S2,Belum Menikah,Engineering,2.8,Swasta,Ya,9.2,1.2,8.3,4.7,2.8,2.0,4.0,,7.9,7.1,7.0,0.0,1.0,Sangat Ringan,Tidak,Tidak Ada,Tidak Ada,Sangat Aman,1.0,Low
EMP15886,Perempuan,30.0,D3,Belum Menikah,HR,0.8,Startup,Hybrid,9.7,0.3,7.4,3.5,1.2,8.9,7.0,6.2,6.5,6.0,6.4,2.0,3.0,Sedang,Kadang,Tidak Ada,Tidak Ada,Aman,5.3,Medium
EMP01235,Laki-laki,18.0,S2,Belum Menikah,Sales,1.4,Corporate,Ya,14.0,4.7,5.0,3.2,1.4,9.5,8.4,4.3,2.0,3.2,5.5,5.0,5.0,Sangat Berat,Tidak,Kecemasan,Sakit Kepala,Tidak Aman,7.7,High
EMP00234,Perempuan,31.0,S2,Menikah,Operations,3.7,Startup,,9.7,0.0,8.4,7.3,3.7,,3.8,9.7,7.1,5.7,5.9,4.0,1.0,Sedang,Ya,Tidak Ada,Sakit Kepala,Sangat Aman,3.3,Low
EMP09165,Laki-laki,28.0,S2,Belum Menikah,Finance,2.0,Startup,Tidak,7.5,0.0,7.2,7.0,3.0,5.5,4.8,8.6,8.2,7.1,7.1,1.0,1.0,Sangat Ringan,Tidak,Tidak Ada,Tidak Ada,Aman,2.8,Low
EMP09374,Perempuan,22.0,D3,Menikah,HR,9.5,Swasta,Ya,6.9,1.3,6.6,7.2,3.4,7.8,,6.6,6.7,6.6,6.8,2.0,2.0,Sangat Ringan,Tidak,Pernah Depresi,Tidak Ada,Aman,3.4,Low
EMP15168,Laki-laki,34.0,S1,Belum Menikah,IT,4.3,BUMN,Hybrid,13.6,3.1,6.1,6.2,1.2,4.1,8.8,3.8,1.9,4.4,3.2,5.0,4.0,Sangat Berat,Tidak,Tidak Ada,Nyeri Punggung,Cukup Aman,6.3,High
